,name,type,what,date
232,e trafic est interrompu entre St-Remy / Robinson et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
233,e trafic est interrompu entre St-Remy / Robinson et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
234,e trafic est interrompu entre St-Remy / Robinson et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
235,e trafic est interrompu de Orsay-Ville vers Saint-Remy-les-Chevreuse. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
236,e trafic est interrompu entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
237,e trafic est interrompu entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
238,e trafic est interrompu entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
239,e trafic est interrompu entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
240,e trafic est interrompu entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
241,e trafic reprend progressivement entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
242,e trafic reprend progressivement entre Saint-Remy-les-Chevreuse et Orsay-Ville navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
243,e trafic reprend progressivement entre Saint-Remy-les-Chevreuse et Orsay-Ville navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
244,e trafic reprend progressivement entre Saint-Remy-les-Chevreuse et Orsay-Ville. Reprise estimée à 17:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
245,e trafic est perturbé entre Saint-Remy-les-Chevreuse et Orsay-Ville navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
246,e trafic est perturbé entre Saint-Remy-les-Chevreuse et Orsay-Ville (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
247,", 19:57, le trafic est perturbé entre Saint-Remy-les-Chevreuse et Orsay-Ville jusqu'au 13/09/16 06:00. (incident d'exploitation)",unscheduled,public_transport.incident,2016-09-13
248,e trafic est interrompu entre Mitry-Claye et Aulnay (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-14
249,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-14
250,e trafic est interrompu entre Cite Universitaire et Port Royal (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-15
251,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-15
252,e trafic est perturbé entre Chatelet-Les Halles et Aeroport CdG 2 / Mitry - Claye (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-15
253,e trafic est ralenti entre Bagneux et Saint-Remy-les-Chevreuse (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-09-18
254,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-09-18
255,e trafic est interrompu entre Denfert et St-Michel N.-D. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-09-18
256,e trafic est interrompu entre Chatelet-Les Halles et Denfert. Reprise estimée à 14:45. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-09-18
257,e trafic est interrompu entre Chatelet-Les Halles et Denfert. Reprise estimée à 15:00. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-09-18
258,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-09-18
259,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-09-21
260,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-09-21
261,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-09-22
262,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-09-22
263,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-22
264,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-22
265,e trafic est perturbé de Blanc-Mesnil vers St-Remy / Robinson (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-09-23
266,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-09-23
267,'arrêt n'est pas marqué à Chatelet-Les Halles en dir. de Aeroport CdG 2 / Mitry - Claye (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-09-24
268,e trafic est perturbé de Blanc-Mesnil vers St-Remy / Robinson (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-09-27
269,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-09-29
270,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-09-29
271,e trafic est perturbé de Massy-Pal. vers Aeroport CdG 2 / Mitry - Claye (déclenchement d'un signal d'alarme),unscheduled,public_transport.incident.alarm,2016-09-30
272,e trafic est perturbé entre Saint-Remy-les-Chevreuse et Aeroport CdG 2 / Mitry - Claye (déclenchement d'un signal d'alarme),unscheduled,public_transport.incident.alarm,2016-09-30
273,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-03
274,e trafic est ralenti de Courneuve-Aub. vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-04
275,e trafic est perturbé de Courneuve-Aub. vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-04
276,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-10-05
277,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-06
278,e trafic est perturbé de Aeroport CdG 2 / Mitry - Claye vers St-Remy / Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-06
279,e trafic est perturbé sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2016-10-06
280,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-10-09
281,e trafic est ralenti de Gare du Nord vers St-Remy / Robinson (panne électrique),unscheduled,public_transport.incident.breakdown,2016-10-10
282,a rame stationne à Port Royal en dir. de Aeroport Charles de Gaulle 2 TGV (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-10-12
283,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-10-12
284,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-10-12
285,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-10-12
286,e trafic est interrompu entre Gare du Nord et Le Bourget (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-10-13
287,e trafic est interrompu entre Aulnay et Gare du Nord (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-10-13
288,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-10-13
289,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-10-13
290,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-10-13
291,e trafic est interrompu entre Aeroport Charles de Gaulle 1 et Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-14
292,e trafic est interrompu entre Denfert et Bourg-la-Reine (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-15
293,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-15
294,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-17
295,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-17
296,e trafic reprend progressivement (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-17
297,e trafic est perturbé de Plaine stade de F. vers Aeroport CdG 2 / Mitry - Claye (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-17
298,'arrêt n'est pas marqué à Chatelet-Les Halles (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-18
299,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-18
300,e trafic est interrompu entre Arcueil et Bagneux (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-10-19
301,e trafic est interrompu entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-10-19
302,e trafic est interrompu entre Le Bourget et Gare du Nord (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-10-19
303,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-10-19
304,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-21
305,a rame stationne à Denfert en dir. de Saint-Remy-les-Chevreuse (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-21
306,'arrêt n'est pas marqué à Denfert en dir. de Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
307,'arrêt n'est pas marqué à Aeroport Charles de Gaulle 1 (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
308,'arrêt n'est pas marqué à Aeroport Charles de Gaulle 1 (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
309,'arrêt n'est pas marqué à Denfert (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
310,e trafic est interrompu entre Cite Universitaire et Port Royal (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
311,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-10-22
312,'arrêt n'est pas marqué à Massy-Verrieres (animal sur la voie),unscheduled,public_transport.incident.animal,2016-10-23
313,e trafic est ralenti sur la ligne (animal sur la voie),unscheduled,public_transport.incident.animal,2016-10-23
314,e trafic est perturbé sur la ligne (animal sur la voie),unscheduled,public_transport.incident.animal,2016-10-23
315,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-10-24
316,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-10-24
317,a rame stationne à Bures (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-10-25
318,e trafic est perturbé entre Saint-Remy-les-Chevreuse et Massy-Pal. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-10-25
319,e trafic est perturbé de Luxembourg vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-10-27
320,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2016-10-27
321,e trafic est perturbé de Massy-Pal. vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-10-28
