duree,date,line_num,line_type,what,type_inc
0 days 00:02:00.000000000,2019-03-02 06:48:00,7,metro,breakdown,unscheduled
0 days 00:06:00.000000000,2019-03-02 06:51:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 06:58:00,7,metro,breakdown,unscheduled
0 days 00:02:00.000000000,2019-03-02 06:59:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:02:00,7,metro,breakdown,unscheduled
0 days 00:04:00.000000000,2019-03-02 07:03:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:08:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:09:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:10:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:12:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:13:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:14:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:16:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:17:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:19:00,7,metro,breakdown,unscheduled
0 days 00:03:00.000000000,2019-03-02 07:20:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:24:00,7,metro,breakdown,unscheduled
0 days 00:06:00.000000000,2019-03-02 07:25:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:32:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:33:00,7,metro,breakdown,unscheduled
0 days 00:02:00.000000000,2019-03-02 07:34:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:37:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:38:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:40:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:41:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:42:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:43:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:45:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:46:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:47:00,7,metro,breakdown,unscheduled
0 days 00:02:00.000000000,2019-03-02 07:48:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:51:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:53:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:55:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:56:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 07:57:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 07:58:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 08:00:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:02:00,7,metro,breakdown,unscheduled
0 days 00:03:00.000000000,2019-03-02 08:03:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:07:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:08:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:09:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:10:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:11:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:12:00,7,metro,breakdown,unscheduled
0 days 00:06:00.000000000,2019-03-02 08:13:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:20:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 08:21:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:23:00,7,metro,breakdown,unscheduled
0 days 00:02:00.000000000,2019-03-02 08:24:00,7,metro,breakdown,unscheduled
0 days 00:11:00.000000000,2019-03-02 08:27:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 08:39:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:41:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:42:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:44:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:46:00,7,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2019-03-02 08:48:00,7,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:24:00,A,rer,passenger,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:24:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:24:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:24:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:24:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:27:00,A,rer,passenger,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:27:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:27:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:27:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:27:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:29:00,A,rer,passenger,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:29:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:29:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:29:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:29:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 20:31:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 20:31:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 20:31:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 20:31:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 20:31:00,A,rer,passenger,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:35:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:35:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:35:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:35:00,12,metro,safety,unscheduled
0 days 11:29:00.000000000,2019-03-02 20:35:00,A,rer,passenger,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:38:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:38:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:38:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:38:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:41:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:41:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:41:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:41:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:43:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:43:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:43:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:43:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:46:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:46:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:46:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:46:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:49:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:49:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:49:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:49:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:52:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:52:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:52:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 20:52:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:55:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:55:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:55:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:55:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:59:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:59:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:59:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 20:59:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:04:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:04:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:04:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:04:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:08:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:08:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:08:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:08:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:12:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:12:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:12:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:12:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:16:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:16:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:16:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:16:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:20:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:20:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:20:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:20:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:29:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:29:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:29:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:29:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:31:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:31:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:31:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:31:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:37:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:37:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:37:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:37:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:42:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:42:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:42:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:42:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:46:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:46:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:46:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 21:46:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:49:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:49:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:49:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 21:49:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:56:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:56:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:56:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:56:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:59:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:59:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:59:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 21:59:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:07:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:07:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:07:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:07:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:11:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:11:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:11:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:11:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 22:13:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 22:13:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 22:13:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-02 22:13:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:17:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:17:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:17:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:17:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:24:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:24:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:24:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:24:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:27:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:27:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:27:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:27:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:30:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:30:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:30:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:30:00,9,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 22:33:00,9,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 22:33:00,1,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 22:33:00,12,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 22:33:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:38:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:38:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:38:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:38:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:40:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:40:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:40:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:40:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:45:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:45:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:45:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 22:45:00,1,metro,safety,unscheduled
0 days 00:05:00.000000000,2019-03-02 22:49:00,9,metro,safety,unscheduled
0 days 00:05:00.000000000,2019-03-02 22:49:00,12,metro,safety,unscheduled
0 days 00:05:00.000000000,2019-03-02 22:49:00,1,metro,safety,unscheduled
0 days 00:05:00.000000000,2019-03-02 22:49:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:56:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:56:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:56:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:56:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:58:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:58:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:58:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 22:58:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:00:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:00:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:00:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:00:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:02:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:02:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:02:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:02:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:05:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:05:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:05:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:05:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:08:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:08:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:08:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:08:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:16:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:16:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:16:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:16:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:18:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:18:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:18:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:18:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:20:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:20:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:20:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:20:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:29:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:29:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:29:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:29:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:34:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:34:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:34:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:34:00,9,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:37:00,8,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:37:00,12,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:37:00,9,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:37:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:45:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:45:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:45:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-02 23:45:00,1,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:48:00,1,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:48:00,12,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:48:00,9,metro,safety,unscheduled
0 days 00:03:00.000000000,2019-03-02 23:48:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:53:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:53:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:53:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:53:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:58:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:58:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:58:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-02 23:58:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:01:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:01:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:01:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:01:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:04:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:04:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:04:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:04:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:06:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:06:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:06:00,8,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:06:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:10:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:10:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:10:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:10:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:12:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:12:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:12:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:12:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:14:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:14:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:14:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:14:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:16:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:16:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:16:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:16:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:18:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:18:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:18:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:18:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:21:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:21:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:21:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:21:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:26:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:26:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:26:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:26:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:28:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:28:00,1,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:28:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:28:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:31:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:31:00,8,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:31:00,12,metro,safety,unscheduled
0 days 00:01:00.000000000,2019-03-03 00:31:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:34:00,1,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:34:00,8,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:34:00,12,metro,safety,unscheduled
0 days 00:00:00.000000000,2019-03-03 00:34:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:36:00,12,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:36:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:36:00,1,metro,safety,unscheduled
0 days 00:02:00.000000000,2019-03-03 00:36:00,8,metro,safety,unscheduled
0 days 00:06:00.000000000,2019-03-03 00:41:00,8,metro,safety,unscheduled
0 days 00:06:00.000000000,2019-03-03 00:41:00,9,metro,safety,unscheduled
0 days 00:06:00.000000000,2019-03-03 00:41:00,1,metro,safety,unscheduled
