Geo Point;Geo Shape;OBJECTID;id_ref_zdl;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.7521857217,2.50455983697;"{""type"": ""Point"", ""coordinates"": [2.504559836974248, 48.752185721682466]}";525;43094;BOISSY-SAINT-LEGER;BOISSY-SAINT-LÉGER;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;663575.0957;6850344.7529
48.8449011396,2.5259225452;"{""type"": ""Point"", ""coordinates"": [2.52592254519754, 48.844901139606655]}";533;43101;BRY-SUR-MARNE;BRY-SUR-MARNE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;665207.5618;6860643.8849
48.7889148994,2.43207011656;"{""type"": ""Point"", ""coordinates"": [2.432070116563317, 48.78891489938723]}";542;46280;LE VERT-DE-MAISONS;LE VERT-DE-MAISONS;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658275.0885;6854464.3224
48.8382825478,2.18711071379;"{""type"": ""Point"", ""coordinates"": [2.187110713791682, 48.8382825478194]}";548;47770;GARCHES-MARNES-LA-COQUETTE;GARCHES MARNES-LA-COQUETTE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640335.3566;6860110.6115
48.8875736186,2.17257944908;"{""type"": ""Point"", ""coordinates"": [2.172579449082058, 48.88757361864817]}";552;58875;RUEIL-MALMAISON;RUEIL-MALMAISON;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;639326.258;6865602.3414
48.9057626571,2.26996477919;"{""type"": ""Point"", ""coordinates"": [2.269964779194513, 48.90576265710706]}";557;47923;BECON-LES-BRUYERES;BÉCON LES BRUYÈRES;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646485.8881;6867554.4327
48.9142464743,2.27159875039;"{""type"": ""Point"", ""coordinates"": [2.271598750389754, 48.914246474295574]}";558;51238;BOIS-COLOMBES;BOIS COLOMBES;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646614.3629;6868496.6904
48.8976374479,2.29741994815;"{""type"": ""Point"", ""coordinates"": [2.297419948146663, 48.89763744791705]}";562;43112;CLICHY-LEVALLOIS;CLICHY-LEVALLOIS;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648490.3539;6866632.6918
48.8232666341,2.54267979265;"{""type"": ""Point"", ""coordinates"": [2.54267979265394, 48.82326663411885]}";573;43223;VILLIERS-SUR-MARNE-PLESSIS-TREVISE;VILLIERS-SUR-MARNE LE PLESSIS-TRÉVISE;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666423.4262;6858231.0716
48.8408434319,2.5477751893;"{""type"": ""Point"", ""coordinates"": [2.547775189299494, 48.84084343185482]}";575;43173;NOISY-LE-GRAND-MONT D'EST;NOISY-LE-GRAND MONT D'EST;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;666808.7205;6860183.2942
48.8428848408,2.58008591742;"{""type"": ""Point"", ""coordinates"": [2.580085917424376, 48.84288484084272]}";576;58937;NOISY-CHAMPS;NOISY CHAMPS;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;669181.3674;6860397.1861
48.7717079088,2.5074826457;"{""type"": ""Point"", ""coordinates"": [2.507482645697339, 48.77170790876303]}";584;58792;SUCY-BONNEUIL;SUCY BONNEUIL;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;663803.5173;6852513.9543
48.5455953469,3.28731284848;"{""type"": ""Point"", ""coordinates"": [3.287312848478531, 48.54559534692545]}";588;47174;CHAMPBENOIST-POIGNY;CHAMPBENOIST-POIGNY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;721206.9859;6827301.3698
48.8365364329,2.7089817409;"{""type"": ""Point"", ""coordinates"": [2.708981740900003, 48.8365364329419]}";591;58874;BUSSY-SAINT-GEORGES;BUSSY-SAINT-GEORGES;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;678638.7273;6859648.704
48.2935917687,2.40113389443;"{""type"": ""Point"", ""coordinates"": [2.401133894429583, 48.29359176871631]}";599;411485;MALESHERBES;MALESHERBES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;RER_D;0;RER_D;0;0;0;0;SNCF;1;0;655584.6925;6799419.8303
48.8946076266,2.06993796549;"{""type"": ""Point"", ""coordinates"": [2.069937965485194, 48.894607626617145]}";602;43199;SAINT-GERMAIN-BEL-AIR-FOURQUEUX;SAINT-GERMAIN BEL AIR FOURQUEUX;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631809.2244;6866468.2182
48.8856611127,2.34254965326;"{""type"": ""Point"", ""coordinates"": [2.342549653258488, 48.885661112701484]}";609;45558;FUNICULAIRE MONTMARTRE STATION HAUTE;Funiculaire Montmartre Station Haute;A01548;C01385;FUNICULAIR;Navette;0;0;0;0;0;1;1;0;0;0;0;0;FUNICULAIR;FUNICULAIR;RATP;0;1;651787.8703;6865272.4929
48.5421836112,1.58998527987;"{""type"": ""Point"", ""coordinates"": [1.589985279870707, 48.54218361116043]}";617;411501;SAINT-PIAT;SAINT-PIAT;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;595923.2591;6827812.7828
48.5104473928,1.55777636925;"{""type"": ""Point"", ""coordinates"": [1.557776369250225, 48.51044739284668]}";618;411498;JOUY;JOUY;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;593481.6669;6824328.3884
48.2746323892,1.62149862568;"{""type"": ""Point"", ""coordinates"": [1.621498625683964, 48.27463238923433]}";622;411449;VOVES;VOVES;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;597729.9463;6798036.913
48.1864372096,1.38624502094;"{""type"": ""Point"", ""coordinates"": [1.386245020943509, 48.18643720958249]}";623;411446;BONNEVAL;BONNEVAL;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;580078.5903;6788567.7056
48.3240522735,3.13113953462;"{""type"": ""Point"", ""coordinates"": [3.131139534624333, 48.32405227351443]}";626;411461;CHAMPIGNY-SUR-YONNE;CHAMPIGNY-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;709720.5179;6802645.0208
48.8390812802,2.38302808115;"{""type"": ""Point"", ""coordinates"": [2.383028081146452, 48.83908128024195]}";636;58728;PARIS-BERCY;PARIS-BERCY;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;1;654715.7015;6860069.2247
48.73095467,1.36997423412;"{""type"": ""Point"", ""coordinates"": [1.369974234117774, 48.73095466998516]}";637;411492;DREUX;DREUX;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;TRAIN_N;TRAIN_N;0;0;0;0;0;SNCF;0;0;580119.033;6849107.3313
49.023206379,2.36222297963;"{""type"": ""Point"", ""coordinates"": [2.362222979632835, 49.02320637895387]}";647;43073;ECOUEN-EZANVILLE;ÉCOUEN ÉZANVILLE;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653354.0639;6880555.8842
49.0910734513,2.20182348425;"{""type"": ""Point"", ""coordinates"": [2.201823484249898, 49.09107345129168]}";659;47588;VALMONDOIS;VALMONDOIS;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;641699.3697;6888210.0589
49.0693141355,2.14169693415;"{""type"": ""Point"", ""coordinates"": [2.141696934148373, 49.0693141355084]}";661;47591;CHAPONVAL;CHAPONVAL;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637281.4518;6885836.2334
48.8189478001,2.22980800647;"{""type"": ""Point"", ""coordinates"": [2.229808006466413, 48.818947800055994]}";672;43088;BELLEVUE;BELLEVUE;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643448.1913;6857929.425
48.78761468,2.29249297647;"{""type"": ""Point"", ""coordinates"": [2.292492976474607, 48.78761467996279]}";676;43125;FONTENAY-AUX-ROSES;FONTENAY-AUX-ROSES;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648019.5285;6854402.5766
48.798892501,2.32813692305;"{""type"": ""Point"", ""coordinates"": [2.328136923053167, 48.79889250098001]}";687;43067;ARCUEIL-CACHAN;ARCUEIL CACHAN;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650648.8903;6855633.6248
48.8618222719,2.34701268861;"{""type"": ""Point"", ""coordinates"": [2.347012688612924, 48.86182227190628]}";695;45102;CHATELET-LES HALLES;CHÂTELET-LES HALLES;A01856 / A01857 / A01842;C01742 / C01743 / C01728;RER A / RER B / RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;1;1;652093.2252;6862619.0665
48.8536480527,2.27948707184;"{""type"": ""Point"", ""coordinates"": [2.279487071838512, 48.853648052713524]}";700;45419;AVENUE DU PRESIDENT KENNEDY;AVENUE DU PRESIDENT KENNEDY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647131.0084;6861753.2572
48.9591210983,2.35874250448;"{""type"": ""Point"", ""coordinates"": [2.358742504475762, 48.959121098317276]}";715;50686;SUZANNE VALADON;Suzanne Valadon;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653041.6366;6873431.3327
48.9526378826,2.35797833108;"{""type"": ""Point"", ""coordinates"": [2.357978331080606, 48.952637882576774]}";717;46338;PETIT PIERREFITTE;Petit Pierrefitte;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652979.8166;6872710.8444
48.9482081285,2.35746152626;"{""type"": ""Point"", ""coordinates"": [2.35746152626202, 48.94820812847934]}";718;50685;GUYNEMER;Guynemer;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652937.9594;6872218.5597
48.7501740371,2.35436727915;"{""type"": ""Point"", ""coordinates"": [2.354367279146793, 48.7501740371063]}";721;52184;SAARINEN;Saarinen;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652531.284;6850200.8762
48.7465685866,2.35287534134;"{""type"": ""Point"", ""coordinates"": [2.352875341335739, 48.746568586639526]}";722;58780;ROBERT SCHUMAN;Robert Schuman;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652418.3098;6849800.9178
48.7340881621,2.37125037622;"{""type"": ""Point"", ""coordinates"": [2.371250376223923, 48.734088162111085]}";725;58782;COEUR D'ORLY;Coeur d'Orly;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653758.3088;6848402.4278
48.7720742166,2.36781500163;"{""type"": ""Point"", ""coordinates"": [2.367815001629961, 48.772074216639375]}";729;47693;MOULIN VERT;Moulin Vert;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653539.4713;6852627.7831
48.7682217804,2.36804152067;"{""type"": ""Point"", ""coordinates"": [2.368041520670991, 48.768221780370745]}";730;47694;BRETAGNE;Bretagne;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653552.6902;6852199.3247
49.2639441445,2.46891411535;"{""type"": ""Point"", ""coordinates"": [2.468914115351038, 49.263944144505324]}";741;411440;CREIL;CREIL;A01849 / A01842;C01737 / C01728;LIGNE H / RER D;Train;1;1;0;0;0;0;0;TRAIN_H / RER_D;TRAIN_H;RER_D;0;0;0;0;SNCF;0;0;661337.2338;6907273.6537
49.2032657335,2.37660117732;"{""type"": ""Point"", ""coordinates"": [2.376601177324502, 49.20326573346355]}";743;411326;PRECY-SUR-OISE;PRECY-SUR-OISE;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;654563.7444;6900573.4109
49.2208070506,1.90529906189;"{""type"": ""Point"", ""coordinates"": [1.905299061887722, 49.22080705063382]}";748;411342;LIANCOURT-SAINT-PIERRE;LIANCOURT SAINT-PIERRE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;620241.7927;6902898.0991
49.2008770791,2.83810847804;"{""type"": ""Point"", ""coordinates"": [2.838108478036551, 49.20087707910111]}";751;411387;ORMOY-VILLERS;ORMOY VILLERS;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;688199.9209;6900140.4555
49.1428841983,2.79445455011;"{""type"": ""Point"", ""coordinates"": [2.79445455010732, 49.14288419832467]}";752;411390;NANTEUIL-LE-HAUDOUIN;NANTEUIL LE HAUDOUIN;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;685001.2538;6893697.4278
48.9692787821,3.32188681725;"{""type"": ""Point"", ""coordinates"": [3.32188681725306, 48.96927878207144]}";755;411384;NOGENT-L'ARTAUD-CHARLY;NOGENT L'ARTAUD CHARLY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;723566.8974;6874418.2863
48.956671846,2.34310923573;"{""type"": ""Point"", ""coordinates"": [2.343109235725379, 48.9566718460312]}";765;59329;PABLO NERUDA;Pablo Néruda;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;651894.5951;6873168.3825
48.9517087836,2.32021652167;"{""type"": ""Point"", ""coordinates"": [2.320216521669494, 48.95170878359007]}";770;50566;LES BEATUS;Les Béatus;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;650213.4059;6872630.6755
48.9455555392,2.34731292517;"{""type"": ""Point"", ""coordinates"": [2.347312925167513, 48.945555539227826]}";777;59326;DELAUNAY-BELLEVILLE;Delaunay-Belleville;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652192.2146;6871929.6871
48.7804547115,2.19140991927;"{""type"": ""Point"", ""coordinates"": [2.191409919273295, 48.78045471153041]}";793;42430;MAIRIE DE VELIZY;Mairie de Vélizy;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;640585.0575;6853677.8126
48.906567146,2.3659203194;"{""type"": ""Point"", ""coordinates"": [2.365920319400959, 48.906567145980276]}";799;58497;FRONT POPULAIRE;Front Populaire;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;RATP;1;1;653520.3175;6867583.1321
48.9175149076,2.22481218888;"{""type"": ""Point"", ""coordinates"": [2.224812188878314, 48.91751490757929]}";805;44678;PARC PIERRE LAGRAVERE;Parc Pierre Lagravère;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643188.9794;6868892.7737
48.7873902392,2.04462198988;"{""type"": ""Point"", ""coordinates"": [2.044621989878709, 48.78739023920179]}";821;43249;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;A01847 / A01855 / A01840;C01736 / C01741 / C01727;LIGNE N / LIGNE U / RER C;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;629808.9429;6854569.3772
48.9065365591,2.44399233455;"{""type"": ""Point"", ""coordinates"": [2.443992334554137, 48.90653655905888]}";835;43390;HOTEL DE VILLE - MAISON DE LA CULTURE;Hôtel de Ville - Maison de la Culture;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;659243.0732;6867536.6045
48.8966044374,2.46111931078;"{""type"": ""Point"", ""coordinates"": [2.461119310778047, 48.89660443742262]}";837;44201;NOISY-LE-SEC;NOISY-LE-SEC;A01843 / A01191;C01729 / C01389;RER E / T1;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;T1;0;0;RATP/SNCF;0;1;660490.9717;6866423.4787
48.8347644599,2.40534934295;"{""type"": ""Point"", ""coordinates"": [2.405349342949602, 48.834764459927754]}";852;44532;PORTE DOREE;Porte Dorée;A01541 / A01193;C01378 / C01391;M8 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;1;1;656350.3837;6859576.6684
48.8411869211,2.32050922753;"{""type"": ""Point"", ""coordinates"": [2.320509227528159, 48.841186921143176]}";854;43238;MONTPARNASSE;MONTPARNASSE;A01847 / A01537 / A01539 / A01545 / A01546;C01736 / C01374 / C01376 / C01382 / C01383;LIGNE N / M4 / M6 / M12 / M13;Train / Metro;1;1;0;1;0;0;0;TRAIN_N;TRAIN_N;0;0;0;0;0;RATP/SNCF;1;1;650129.0864;6860341.0199
48.8326011924,2.28825267741;"{""type"": ""Point"", ""coordinates"": [2.288252677414912, 48.832601192435575]}";863;49515;PORTE DE VERSAILLES;Porte de Versailles;A01545 / A01193;C01382 / C01391;M12 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;T2;0;0;RATP;0;1;647753.0893;6859407.2414
48.8231516331,2.32550957782;"{""type"": ""Point"", ""coordinates"": [2.325509577822383, 48.82315163312807]}";864;44508;PORTE D'ORLEANS;Porte d'Orléans;A01537 / A01193;C01374 / C01391;M4 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;650478.9462;6858332.5564
48.8302584573,2.37631072139;"{""type"": ""Point"", ""coordinates"": [2.376310721393015, 48.830258457266524]}";870;45301;BIBLIOTHEQUE FRANCOIS MITTERRAND;BIBLIOTHÈQUE FRANCOIS MITTERRAND;A01840 / A01547;C01727 / C01384;RER C / M14;RER / Metro;1;0;1;1;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;654214.9245;6859092.094
48.9203793748,2.18535337629;"{""type"": ""Point"", ""coordinates"": [2.185353376288785, 48.9203793748236]}";883;43082;HOUILLES-CARRIERES-SUR-SEINE;HOUILLES CARRIÈRES-SUR-SEINE;A01852 / A02176 / A01856;C01739 / C01740 / C01742;LIGNE J / LIGNE L / RER A;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640300.5563;6869240.4012
48.9806461004,2.27208477275;"{""type"": ""Point"", ""coordinates"": [2.272084772747632, 48.98064610042598]}";889;47898;ERMONT-EAUBONNE;ERMONT EAUBONNE;A01849 / A01852 / A01840;C01737 / C01739 / C01727;LIGNE H / LIGNE J / RER C;Train / RER;1;1;1;0;0;0;0;TRAIN_J;TRAIN_J;0;0;0;0;0;SNCF;1;1;646718.0509;6875879.9697
49.0141336895,2.07830659133;"{""type"": ""Point"", ""coordinates"": [2.078306591330211, 49.01413368947869]}";895;47879;NEUVILLE UNIVERSITE;NEUVILLE UNIVERSITÉ;A02176 / A01856;C01740 / C01742;LIGNE L / RER A;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;632577.9185;6879752.0134
49.0364639798,2.07953494138;"{""type"": ""Point"", ""coordinates"": [2.079534941380853, 49.036463979836704]}";896;44559;CERGY-PREFECTURE;CERGY PREFECTURE;A02176 / A01856;C01740 / C01742;LIGNE L / RER A;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;632696.7169;6882234.202
49.0453116484,2.10511071028;"{""type"": ""Point"", ""coordinates"": [2.10511071028328, 49.0453116484012]}";900;47599;SAINT-OUEN-L'AUMONE;SAINT-OUEN-L'AUMÔNE;A01849 / A01840;C01737 / C01727;LIGNE H / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;634577.8561;6883196.6275
49.0097564521,2.56123269523;"{""type"": ""Point"", ""coordinates"": [2.561232695225105, 49.009756452138355]}";902;43240;AEROPORT CHARLES DE GAULLE 1;AÉROPORT CHARLES DE GAULLE 1;A01857 / A01516;C01743 / C00563;RER B / CDGVAL;RER / Navette;1;0;1;0;0;1;1;0;0;0;0;0;0;0;SNCF;0;1;667900.8037;6878960.9005
48.7549465255,2.30098685437;"{""type"": ""Point"", ""coordinates"": [2.300986854374749, 48.75494652552315]}";908;43066;ANTONY;ANTONY;A01857 / A01551;C01743 / C01388;RER B / ORLYVAL;RER / Navette;1;0;1;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;RATP;1;1;648611.4024;6850764.9
48.8896574347,2.30310461766;"{""type"": ""Point"", ""coordinates"": [2.303104617664385, 48.88965743471612]}";918;45496;Porte d'Asnières Marguerite Long;Pte d'Asnières Marguerite Long;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;T3B;0;0;RATP;0;1;648899.283;6865741.6656
48.8975167168,2.32372791301;"{""type"": ""Point"", ""coordinates"": [2.323727913008989, 48.897516716829756]}";919;45478;Epinettes - Pouchet;Epinettes - Pouchet;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;650418.9589;6866602.4269
48.8977647714,2.34486089248;"{""type"": ""Point"", ""coordinates"": [2.344860892478314, 48.89776477138665]}";922;44515;PORTE DE CLIGNANCOURT;Porte de Clignancourt;A01537 / A01757;C01374 / C01679;M4 / T3B;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;M4;0;0;0;RATP;0;1;651968.5208;6866616.9472
48.8983255584,2.35182955013;"{""type"": ""Point"", ""coordinates"": [2.351829550128706, 48.898325558442025]}";923;45537;Diane Arbus - Porte des Poissonniers;Diane Arbus - Pte des Poissonniers;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652479.9278;6866675.0878
48.9307395703,2.4257914242;"{""type"": ""Point"", ""coordinates"": [2.425791424195139, 48.93073957031096]}";924;43231;LE BOURGET;LE BOURGET;A01857 / A02225;C01743 / C01999;RER B / T11;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;T11;0;0;SNCF;0;1;657928.4899;6870237.4878
48.8662858046,2.32294341224;"{""type"": ""Point"", ""coordinates"": [2.322943412243541, 48.86628580458387]}";9;45676;CONCORDE;Concorde;A01534 / A01541 / A01545;C01371 / C01378 / C01382;M1 / M8 / M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650331.6676;6863130.2462
48.8720238095,2.30056045125;"{""type"": ""Point"", ""coordinates"": [2.300560451248796, 48.872023809500426]}";11;43283;GEORGE V;George V;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648695.3653;6863782.5778
48.8755940499,2.28932258961;"{""type"": ""Point"", ""coordinates"": [2.289322589613773, 48.87559404986666]}";12;42213;ARGENTINE;Argentine;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647874.6513;6864186.9211
48.8811915206,2.27168672105;"{""type"": ""Point"", ""coordinates"": [2.271686721050983, 48.88119152058607]}";13;43785;LES SABLONS (JARDIN D'ACCLIMATATION);Les Sablons;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;646586.9079;6864821.1041
48.8886312178,2.24793243532;"{""type"": ""Point"", ""coordinates"": [2.247932435324861, 48.88863121777117]}";15;42962;ESPLANADE DE LA DEFENSE;Esplanade de la Défense;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;644852.7454;6865664.6753
48.8690911629,2.38054258599;"{""type"": ""Point"", ""coordinates"": [2.380542585989342, 48.869091162924974]}";20;42772;COURONNES;Couronnes;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654559.4536;6863407.4921
48.8776101874,2.37081139531;"{""type"": ""Point"", ""coordinates"": [2.370811395312745, 48.87761018741784]}";21;42732;COLONEL FABIEN;Colonel Fabien;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653853.1813;6864360.3934
48.8843987952,2.36049131853;"{""type"": ""Point"", ""coordinates"": [2.360491318526144, 48.88439879515333]}";22;43524;LA CHAPELLE;La Chapelle;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653102.402;6865121.3253
48.8930946286,2.48791098763;"{""type"": ""Point"", ""coordinates"": [2.487910987625008, 48.8930946286382]}";27;44603;LA REMISE A JORELLE;La Remise à Jorelle;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;662452.6934;6866020.1281
48.8215175225,2.25133615621;"{""type"": ""Point"", ""coordinates"": [2.251336156214501, 48.82151752251851]}";32;43765;LES MOULINEAUX;Les Moulineaux;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645031.5696;6858199.9405
48.9069318321,2.43862449586;"{""type"": ""Point"", ""coordinates"": [2.43862449586348, 48.90693183212791]}";34;43805;LIBERATION;Libération;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;658849.9146;6867583.3418
48.9191790277,2.41383718232;"{""type"": ""Point"", ""coordinates"": [2.413837182320869, 48.919179027732504]}";37;44125;MAURICE LACHATRE;Maurice Lachâtre;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;657043.0912;6868958.404
48.8290105028,2.22531285328;"{""type"": ""Point"", ""coordinates"": [2.225312853280434, 48.829010502795086]}";39;44189;MUSEE DE SEVRES;Musée de Sèvres;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643129.1196;6859051.4896
48.9004173041,2.46546048136;"{""type"": ""Point"", ""coordinates"": [2.465460481358355, 48.90041730406597]}";41;44325;PETIT NOISY;Petit Noisy;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;660812.1179;6866845.2935
48.8215089174,2.33333983286;"{""type"": ""Point"", ""coordinates"": [2.333339832857645, 48.82150891739614]}";43;45329;MONTSOURIS;Montsouris;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;651052.2873;6858145.0245
48.8195005099,2.34580357984;"{""type"": ""Point"", ""coordinates"": [2.345803579842599, 48.81950050990104]}";46;44892;STADE CHARLETY (PORTE DE GENTILLY);Stade Charléty;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;651965.5328;6857914.0606
